"Link","Name","Pos","Height RAS","Weight RAS","Arm RAS","Hand RAS","Forty RAS","Twenty RAS","Ten RAS","Bench RAS","Vertical RAS","Broad RAS","Shuttle RAS","Cone RAS","RAS"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25702&ovl=Northern+Arizona"">Link</a>","Jhasi Wilson","LB","3.72","5.43",,,"0.43","1.11","0.73","7.05","1.05","1.71","0.11","0.08","0.52"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25703&ovl=Hillsdale"">Link</a>","Michael Herzog","RB","1.72","3.43",,,"4.07","3.35","2.86",,"8.60","7.74","6.24","3.28","3.76"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25704&ovl=Michigan+State"">Link</a>","Chester Kimbrough","CB","3.18","1.47",,,"1.53","5.89","3.93",,"0.70","5.76","1.45","1.67","1.15"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25705&ovl=Michigan+State"">Link</a>","Tre mosley","WR","6.54","5.46",,,"5.42","9.97","5.07","5.47","2.69","5.04","0.88","3.90","4.7"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25706&ovl=Michigan+State"">Link</a>","Jalen Sami","DT","8.83","9.57",,,"1.08","5.89","4.60","4.32","6.52","7.66","2.06","1.48","5.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25707&ovl=Michigan+State"">Link</a>","Jacoby Windmon","LB","3.93","5.85",,,"7.89","9.92","8.31","2.42","3.18","5.06","5.04","4.11","5.68"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25708&ovl=Michigan+State"">Link</a>","Brandon Wright","LB","5.68","9.41",,,,,,,"0.00",,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25709&ovl=Troy"">Link</a>","Don Callis","CB","3.75","0.78",,,"8.92","8.45","9.01","0.99","3.63","4.36","1.56","0.20","2.87"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25710&ovl=Troy"">Link</a>","Carloss Crawford","FS","7.40","0.23",,,"1.28","1.36","0.96","0.09","0.05","5.55","2.78","0.72","0.43"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25711&ovl=Troy"">Link</a>","Irshaad Davis","FS","0.06","0.58",,,"2.17","4.07","4.10","1.41","2.31","4.32","3.83","1.18","0.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25712&ovl=Troy"">Link</a>","Oshai Fletcher","CB","2.08","0.49",,,"3.53","2.10","3.44","6.29","3.63","2.18","0.88","2.36","1"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25713&ovl=Troy"">Link</a>","Buddha Jones","DT","2.32","8.59",,,,,,"9.60","1.69","0.93","4.24",,"3.81"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25714&ovl=Troy"">Link</a>","Asa Martin","RB","5.42","2.94",,,"0.39","0.16","0.09",,"0.30","0.26","0.09","2.46","0.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25715&ovl=Troy"">Link</a>","Dell Pettus","FS","2.75","5.57",,,"8.32","7.44","6.99","8.09","4.07","5.55","3.98","6.83","6.41"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25716&ovl=Troy"">Link</a>","A.J. Pierce","DT","1.49","9.22",,,,,,"8.84","6.52","1.56","1.53",,"4.31"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25717&ovl=Troy"">Link</a>","Marcus Rogers","WR","9.19","6.28",,,"8.84","8.79","9.91","3.83","9.06","9.60","5.09","3.06","9.14"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25718&ovl=Troy"">Link</a>","Quentin Skinner","LS","3.22","9.38",,,"1.44","1.07","4.00",,"3.74","3.00","1.18","1.03","1.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25719&ovl=Troy"">Link</a>","Reddy Steward","CB","4.33","3.33",,,"6.31","5.25","9.01","3.63","4.95","8.46","4.09","2.64","4.95"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25720&ovl=Troy"">Link</a>","Deshon Stoudemire","WR","4.38","3.62",,,"4.71","6.40","9.04",,"1.00","2.25","5.28","5.87","4.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25721&ovl=Troy"">Link</a>","Gunnar Watson","QB","5.32","1.29",,,"0.74","0.94","1.14",,"0.30","0.32","1.20","2.53","0.12"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25722&ovl=Dresden+Monarchs"">Link</a>","Joe Cassidy","CB","4.33","5.75",,,,,,"1.47","1.57","0.43",,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25723&ovl=Rhein+Fire"">Link</a>","Jason Chikere","DT","2.81","8.33",,,"4.98",,,"2.35","5.93","3.34","0.15",,"2.71"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25724&ovl=McNeese+State"">Link</a>","Jasper Friis","OT","7.27","9.47",,,"1.39",,,"2.71","0.36","0.81","0.05","0.20","1.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25725&ovl=Eastern+Michigan"">Link</a>","Adrian Gonzalez","DT","5.94","2.12",,,"2.40",,,"2.92","4.12","3.87","3.89","8.09","3.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25726&ovl=UNLV"">Link</a>","Ben Key","DT","5.65","9.04",,,"2.40",,,"3.63","2.53","1.56","0.36","0.06","1.45"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25727&ovl=Massachusetts"">Link</a>","Hugo Klages","DE","2.05","9.35",,,"0.70",,,"6.59","0.72","2.78","3.12","1.79","1.81"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25728&ovl=Northern+Arizona"">Link</a>","Heston Lameta","LB","3.93","7.16",,,"2.45",,,"0.39","2.61","1.40","2.65","3.95","1.36"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25729&ovl=Nebraska"">Link</a>","Timmy Bleekrode","PK","0.34","1.94",,,"9.35","7.44","9.19",,"5.34","7.65","7.67","7.71","7.12"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25730&ovl=Raiders+Tirol"">Link</a>","Lucky Ogbevoen","LB","7.93","5.10",,,"1.23",,,"0.27","4.32","3.83","1.69","3.82","1.97"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25731&ovl=Abilene+Christian"">Link</a>","Kayode Oladele","DE","6.00","8.92",,,,,,"0.00",,,,"0.04",
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25732&ovl=Charleston"">Link</a>","Lucky Oyovwi","DE","2.79","1.94",,,"4.14",,,"1.65","8.74","8.42","4.53","2.27","3.41"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25733&ovl=Cologne+Centurions"">Link</a>","Fabian Weitz","LB","0.63","3.28",,,"5.01",,,"3.04","4.32","3.25","1.56","7.69","2.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25734&ovl=South+Florida"">Link</a>","Ajou Ajou","WR","7.79","8.37",,,"0.44",,,"4.59","4.97","8.71","2.42","6.04","5.4"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25735&ovl=Laval"">Link</a>","Frederik Antoine","WR","5.69","8.67",,,"6.64",,,"9.61","7.24","3.97",,,"8.56"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25736&ovl=UBC"">Link</a>","Ryan Baker","LB","5.32","1.39",,,"0.61",,,"0.39","6.11","1.71","3.77","4.84","1.3"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25820&ovl=Emporia+State"">Link</a>","Montrell Wilson","CB","8.76","0.14",,,"0.23","0.12","2.26",,"1.23","5.12","1.21","1.04","0.56"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25821&ovl=Grand+Valley+State"">Link</a>","Garrett Carroll","OG","6.29","5.80",,,"1.20","4.44","1.38","0.43","0.13","0.63","2.11","2.71","0.75"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25822&ovl=Grand+Valley+State"">Link</a>","Jordan Davis","OG","3.99","2.68",,,"4.40","5.56","2.68","0.43","4.99","1.50","1.47","3.65","1.47"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25823&ovl=Grand+Valley+State"">Link</a>","Christian McCarroll","DE","2.32","1.94",,,"6.64","8.01","6.29","5.01","7.55","9.20","4.53","2.27","5.28"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25824&ovl=Grand+Valley+State"">Link</a>","Cade Peterson","QB","8.89","6.76",,,"5.49","6.26","1.81",,"4.49","8.75","2.24","1.15","4.91"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25825&ovl=Grand+Valley+State"">Link</a>","Abe Swanson","LB","0.55","0.39",,,"7.03","7.30","6.31","1.17","2.12","2.22","3.06","4.84","1.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25826&ovl=Pittsburg+State"">Link</a>","Armon Bean","CB","9.82","4.90",,,"5.25","5.25","8.69","0.63","1.57","1.35","2.76","0.01","2.61"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25827&ovl=Pittsburg+State"">Link</a>","Devon Garrison","TE","7.02","1.80",,,"2.40","2.69","1.90","0.43","2.79","3.41","4.12","8.36","1.91"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25828&ovl=Pittsburg+State"">Link</a>","Dubem Okonkwo","LB","1.91","4.07",,,"9.90","9.45","9.27","8.75","7.63","8.24","8.87","6.19","9.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25829&ovl=Pittsburg+State"">Link</a>","Rico Payton","CB","5.83","4.90",,,"4.76","8.07","6.78",,"7.62","8.81","8.07","7.36","8.38"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25830&ovl=Pittsburg+State"">Link</a>","Steele Roring","TE","5.04","7.77",,,"0.71","0.52","4.41","0.32","2.79","1.04","1.24","0.60","0.73"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25831&ovl=Pittsburg+State"">Link</a>","Antwan Squire","RB","0.42","2.22",,,"1.20","2.98","6.54",,"1.52","2.83","3.52","1.73","0.59"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25832&ovl=Minnesota+State"">Link</a>","Trey Vaval","CB","4.90","0.70",,,"6.98","7.17","0.84","1.47","7.62","9.07","6.02","7.68","5.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25833&ovl=Massachusetts"">Link</a>","Gino Campiotti","TE","0.26","0.22",,,"4.41","6.13","9.73","0.13","5.02","5.28","3.44","1.32","2.07"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25834&ovl=Washburn"">Link</a>","Andrew Funk","OG","1.36","2.13",,,"6.16","5.09","7.89","9.46","4.38","3.66","1.47","4.64","3.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25835&ovl=Washburn"">Link</a>","Collin Wilson","WR","7.07","8.21",,,"1.29","0.54","5.89","2.36","5.56","3.31","5.28","7.63","3.99"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25836&ovl=Keiser"">Link</a>","Bryce Veasley","QB","7.46","9.60",,,"6.09","6.50","7.74",,"8.83","7.19","0.11","2.04","6.87"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25837&ovl=West+Georgia"">Link</a>","Terrill Cole","WR","4.53","2.10",,,"2.13","0.33","3.89",,"4.35","7.99","3.23","2.31","1.79"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25838&ovl=West+Georgia"">Link</a>","Deontae Overstreet","SS","0.13","1.79",,,"7.50","9.61","9.45","9.30","7.14","7.64","0.64","1.91","5.5"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25839&ovl=Florida+International"">Link</a>","Jalen Bracey","WR","1.94","4.51",,,"4.71","8.79","9.34","6.36","9.26","5.73","5.48","5.05","6.86"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25840&ovl=Florida+International"">Link</a>","Jack Daly","DT","7.73","8.03",,,"0.98","3.25","2.92","5.70","1.30","1.22",,,"2.57"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25841&ovl=Florida+International"">Link</a>","D'Verick Daniel","SS","0.08","4.12",,,"0.74","3.95","8.22","2.13","0.14","2.19","0.64","2.81","0.83"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25842&ovl=Florida+International"">Link</a>","Donovan Manuel","LB","3.12","4.07",,,"4.72","6.44","9.86","8.75","7.20","8.62","6.14","6.11","7.49"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25843&ovl=Florida+International"">Link</a>","Lucas Matias","PK","2.71","0.98",,,"0.18","1.75","2.89","0.00","0.80","1.09",,,"0.3"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25844&ovl=Florida+International"">Link</a>","Alex Nobles","LB","5.07","8.24",,,"6.29","9.53","9.98","9.52","7.20","7.29","6.41","2.13","8.56"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25845&ovl=Kennesaw+State"">Link</a>","Isaac Foster","WR","0.46","1.23",,,"6.94","1.15","5.07","3.83","6.14","3.97","9.65","6.99","3.68"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25846&ovl=Kennesaw+State"">Link</a>","Markeith Montgomery","SS","0.69","2.74",,,"0.29","2.44","0.50",,,,"2.99",,"0.19"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25847&ovl=Auburn"">Link</a>","Hayden Brice","LB","7.20","6.57",,,"0.55","4.83","3.45","1.72","6.66","5.66","1.02","0.65","2.46"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25848&ovl=Auburn"">Link</a>","Gunner Britton","OT","7.96","3.60",,,"4.87","8.31","9.43","5.13","9.40","7.33","5.27","2.01","7.36"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25849&ovl=Auburn"">Link</a>","Shane Hooks","WR","9.60","8.21",,,"1.03","3.02","3.33","6.36","7.24","9.60","3.23","3.06","5.54"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25850&ovl=Auburn"">Link</a>","Nick Mardner","WR","9.98","7.84",,,"5.04","5.87","6.58","3.83","6.14","9.44","0.47","0.97","5.86"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25851&ovl=Auburn"">Link</a>","Avery Jones","OC","8.00","9.45",,,"1.81","7.81","7.18","9.40","8.35","8.52","2.48","0.45","7.42"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25852&ovl=Auburn"">Link</a>","Elijah McCalliser","DE","9.85","7.68",,,"1.17","3.51","7.14","2.77","1.84","7.63","3.55","3.01","4.2"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25853&ovl=Auburn"">Link</a>","Mosiah Nasili-Kite","DT","3.07","2.48",,,"7.14","8.21","9.43","2.92","8.08","7.66","5.98","2.84","6.27"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25854&ovl=Auburn"">Link</a>","Zion Puckett","SS","3.96","8.38",,,"9.01","9.19","8.74","4.33","8.73","8.57","3.68","2.05","7.79"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25855&ovl=Auburn"">Link</a>","Jacob Quattlebaum","LS","4.57","4.47",,,,,,,"7.54","2.65","4.78","2.34","3.83"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25856&ovl=Auburn"">Link</a>","Kam Stutts","OG","8.00","7.67",,,"4.54","3.81","4.14","6.41","7.38","4.23","4.68","5.84","5.94"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25857&ovl=Auburn"">Link</a>","Kassidy Woods","WR","8.07","8.37",,,"0.80","2.52","4.35",,"7.66","8.71","3.83","1.52","4.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25858&ovl=California"">Link</a>","Matthew Cindric","OC","6.67","2.96",,,"9.36","8.90","6.89","4.05","7.90","8.52","7.10","5.45","8.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25859&ovl=California"">Link</a>","Brian Hightower","WR","8.20","7.42",,,"2.76","2.52","0.47","5.47","5.56","3.31","3.83","1.14","2.75"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25860&ovl=California"">Link</a>","Isaiah Ifanse","RB","1.88","4.40",,,"5.56","7.79","2.86","6.37","8.20","5.19","0.85","3.76","4"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25861&ovl=Boston+College"">Link</a>","Khris Banks","DT","5.01","6.57",,,"3.01","2.17","2.39",,"8.08","6.58",,,"4.28"
