"Link","Name","Pos","Height RAS","Weight RAS","Arm RAS","Hand RAS","Forty RAS","Twenty RAS","Ten RAS","Bench RAS","Vertical RAS","Broad RAS","Shuttle RAS","Cone RAS","RAS"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26957&ovl=Tennessee+Tech"">Link</a>","Marcus Knight","RB","7.09","4.40",,,"3.04","8.93","5.94","1.80","1.92","2.83","6.73","5.36","4.22"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26958&ovl=Chattanooga"">Link</a>","Clay Fields","FS","0.58","1.99",,,"8.80","10.00","6.99","2.00","7.99","6.75","7.27","1.34","5.18"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26959&ovl=Tennessee-Martin"">Link</a>","Lamar Morgan","OT","1.05","9.47",,,"0.48","0.90","7.90","2.13","2.87","1.82","0.15","0.77","1.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26960&ovl=Tennessee-Martin"">Link</a>","Gavin Olson","OG","8.00","5.80",,,"3.98","5.80","6.62","4.21","7.88","8.28","6.63","3.54","6.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26961&ovl=Tennessee-Martin"">Link</a>","Devonte Tanksley","WR","0.99","0.47",,,"9.41","9.97","9.94",,"8.79","6.86","5.78","8.41","8.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26962&ovl=Tennessee+State"">Link</a>","Deveon Bryant","QB","6.13","9.85",,,"3.92","2.80","7.74","2.86","1.65","3.33","1.92","2.53","3.45"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26963&ovl=James+Green"">Link</a>","Josh Green","SS","0.13","0.18",,,"4.00","1.68","8.22","5.37","2.49","4.41","9.08","9.14","3.47"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26964&ovl=James+Green"">Link</a>","Darius Harper","SS","1.00","0.84",,,"5.23","7.49","9.94","6.07","5.93","9.68","5.49","5.29","5.9"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26965&ovl=James+Green"">Link</a>","Mack Guice","FS","0.49","0.03",,,"2.71","2.47","6.99","1.00","2.31","4.32","0.65","3.85","0.82"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26966&ovl=James+Green"">Link</a>","Aarion Harvey","OT","6.03","0.77",,,"0.73","1.31","1.60","2.13","5.75","0.81","1.45","2.68","0.58"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26967&ovl=James+Green"">Link</a>","Joey McNeely","DT","2.81","4.65",,,"0.85","0.72","8.59","4.32","1.30","1.56","4.67","5.82","1.98"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26968&ovl=James+Green"">Link</a>","Gleson Sprewell","CB","8.32","5.75",,,"4.42","4.76","9.01",,"8.48","6.41","8.59","7.09","8.49"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26969&ovl=Chattanooga"">Link</a>","Gino Appleberry","RB","1.72","2.94",,,"3.04","4.43","3.37","6.37","0.30","1.17","3.18","2.57","0.92"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26970&ovl=Chattanooga"">Link</a>","Benjamin Brewton","DE","2.97","0.13",,,"1.00","3.19","4.35",,"1.46","4.34","3.02","5.52","1.15"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26971&ovl=Chattanooga"">Link</a>","Clayton Crile","PK","6.49","7.52",,,"2.12","2.13","2.27","8.34","4.10","6.24",,,"4.24"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26972&ovl=Chattanooga"">Link</a>","Shamar Jones","DE","0.15","0.21",,,"2.85","5.63","2.07",,"3.74","2.78","1.16","1.99","0.56"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26973&ovl=Chattanooga"">Link</a>","Jay Person","DE","2.51","0.72",,,,,,"2.20","4.31",,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26974&ovl=Chattanooga"">Link</a>","Metrius Fleming","WR","3.91","0.37",,,"3.04","2.22","1.11",,"3.18","5.04","2.42","2.31","0.81"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26975&ovl=Tusculum"">Link</a>","Ryan Dolce","CB","2.78","6.55",,,"0.08","0.58","1.10","4.50","0.17","1.68","0.30","0.43","0.3"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26976&ovl=Tennessee-Martin"">Link</a>","Jarid Johnson","DT","0.44","7.22",,,"0.66","2.17","9.74",,"3.05","0.27","0.06","0.92","0.94"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26977&ovl=Bethel-TN"">Link</a>","Joaquin Collazo III","QB","5.64","0.38",,,"2.75","7.44","9.91",,"2.37","3.95","3.32","2.93","3.51"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26978&ovl=Bethel-TN"">Link</a>","Demetrice Gilbert","CB","3.47","0.03",,,"7.24","9.46","9.92","1.47","3.04","5.76","5.69","3.27","4.45"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26979&ovl=Bethel-TN"">Link</a>","Zay King","DT","1.33","7.77",,,"4.22","4.15","9.85","4.32","4.70","2.83",,,"4.46"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26980&ovl=Bethel-TN"">Link</a>","Noel Patterson","WR","0.76","0.00",,,"1.80","7.74","9.73",,"4.35","3.97","5.09","6.83","3.53"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26981&ovl=Bethel-TN"">Link</a>","Martize Smith","RB","1.18","2.75",,,"0.95","3.35","9.86","5.53","3.30","1.85","3.18","1.58","1.57"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26982&ovl=Bethel-TN"">Link</a>","Jaylen Taylor ","WR","4.38","4.30",,,"0.58","1.41","9.73","8.76","3.18","1.79","0.28","0.06","1.81"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26983&ovl=Bethel-TN"">Link</a>","Jerwin Young","DT","2.32","0.88",,,"4.77","1.45","9.43","0.63","4.70","4.48","1.53","3.06","1.69"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26984&ovl=Tennessee-Martin"">Link</a>","Marlon Cook","WR","7.79","7.42",,,"1.65","5.37","9.04","6.36","8.51","7.46","4.33","3.73","6.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26985&ovl=Towson"">Link</a>","Jesus Gibbs","DE","3.55","7.68",,,"2.85","6.98","2.07","0.04","7.55","5.52","4.95","4.16","3.82"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26986&ovl=Towson"">Link</a>","D'Ago Hunter","RB","0.01","0.04",,,"5.78","5.74","7.86","3.20","6.14","2.83","6.48","6.27","3.47"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26987&ovl=Towson"">Link</a>","Robert Javier","CB","7.27","6.89",,,"4.76","8.07","2.26","7.88","8.81","7.64","8.59","6.64","8.33"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26988&ovl=Towson"">Link</a>","Charles Peeples","CB","2.08","0.70",,,"0.89","2.97","9.76","0.99","3.04","3.22","2.76","3.10","1.23"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26989&ovl=Towson"">Link</a>","Makye Smith","LB","3.12","6.90",,,"0.06","0.12","2.24",,"3.67","1.40","0.46",,"0.62"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26990&ovl=Towson"">Link</a>","Tylen Wallace","DT","5.94","5.21",,,"1.08","1.09","3.52","1.39","3.05","1.56","1.63","0.78","0.72"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26991&ovl=Tulane"">Link</a>","A.J. Hampton","CB","3.75","0.17",,,"5.55","3.71","3.44",,"4.95","3.79","1.06","0.83","1.34"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26992&ovl=UNLV"">Link</a>","B.J. Harris","SS","0.08","0.02",,,"9.86","9.48","8.74","0.22","8.02","9.47","0.95","1.84","4.26"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26993&ovl=UNLV"">Link</a>","Trenton Holloway","SS","2.08","0.84",,,"3.69","1.68","0.81","0.51","5.93","7.64","3.14","3.51","1.42"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26994&ovl=UNLV"">Link</a>","Darius Johnson","DT","3.95","3.51",,,"5.67","2.96","6.62","1.03","2.53","6.58","6.15","5.97","3.62"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26995&ovl=UNLV"">Link</a>","Donavyn Lester","RB","8.95","6.67",,,"1.82","1.39","0.91","3.20","7.93","8.91","3.18",,"4.14"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26996&ovl=UNLV"">Link</a>","Elijah Shelton","DE","1.22","0.36",,,"2.71","2.90","4.95","0.87","1.84","3.26","1.10","2.70","0.47"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26997&ovl=UNLV"">Link</a>","Fred Thompkins","LB","0.63","0.83",,,"5.28","1.76","6.31","1.72","0.59","1.71","0.74","1.99","0.55"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26998&ovl=UNLV"">Link</a>","Jaxen Turner","FS","7.40","7.93",,,"0.06","0.13","0.07","0.45","5.84","3.69","1.67","0.72","1.16"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26999&ovl=UNLV"">Link</a>","Kris Williams","SS","0.41","1.32",,,"1.41","1.68","4.02","6.07","3.47","2.70","0.26","1.84","0.6"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27000&ovl=UNLV"">Link</a>","Shelton Zeon","TE","2.33","7.77",,,"9.18","8.58","8.09",,"6.90","8.76","0.41","3.24","6.86"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27001&ovl=UNLV"">Link</a>","Vincent Davis","RB","1.18","0.22",,,"6.12","6.23","9.48","0.16","4.36","5.91","2.45","2.72","2.37"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27002&ovl=UNLV"">Link</a>","Dominic Gicinto","WR","0.91","2.51",,,"7.22","6.40","7.28","1.79","9.46","7.46","4.33","1.64","4.4"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27003&ovl=Utah+Tech"">Link</a>","Keith Davis","WR","5.33","3.62",,,"4.34","7.74","8.27","5.47","8.16","3.97","5.96","7.95","6.81"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27004&ovl=Utah+Tech"">Link</a>","Michael Moten","WR","1.94","3.62",,,"1.13","2.22","5.89","1.26","2.18","1.08","0.88","0.80","0.38"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27005&ovl=Utah+Tech"">Link</a>","Dondi Fuller","LB","1.74","1.58",,,"2.08","4.83","3.98","0.62","4.32","2.69","3.99","5.97","1.55"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27006&ovl=Utah+Tech"">Link</a>","Jaivian Lofton","WR","6.05","8.54",,,"6.04","1.41","3.33","3.83","2.18","7.46","0.93","2.31","2.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27007&ovl=Wagner"">Link</a>","Lance Desorbo","DT","5.01","0.64",,,"2.57","5.51","7.26","2.35","8.83","6.24","5.51","6.77","4.79"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27008&ovl=UTEP"">Link</a>","Praise Amaewhule","DE","2.32","4.93",,,"5.97","4.30","0.77","3.44","7.08","6.64","3.87","3.52","3.34"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27009&ovl=UTEP"">Link</a>","Zach Fryar","TE","0.16","8.25",,,"0.59","1.84","0.71","1.38","1.23","1.99","1.55","0.51","0.28"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=27010&ovl=UTEP"">Link</a>","Gavin Hardison","QB","3.98","2.32",,,"6.09","5.86","6.76",,"2.77","5.54","6.48","5.71","4.86"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25388&ovl=Saginaw+Valley+State"">Link</a>","Derrick Hinton Jr.","WR","0.33","0.50",,,"7.54","8.18","3.33","6.36","9.80","7.46","7.23","6.63","6.15"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25389&ovl=Delta+State"">Link</a>","Patrick Shegog","QB","0.39","0.99",,,"4.43","4.32","7.29",,,"6.12","2.82","3.83","2.57"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25390&ovl=Arkansas"">Link</a>","Antonio Grier","LB","1.91","4.07",,,"8.29","9.45","9.51","7.05","8.66","6.84","5.27","2.45","7.19"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25391&ovl=Arkansas"">Link</a>","Cade Fortin","QB","5.06","7.38",,,"8.06","6.26","9.02",,"5.15","5.00","5.41","3.53","6.76"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25392&ovl=Arkansas"">Link</a>","Alfahiym Walcott","FS","7.20","4.35",,,"2.17","6.43","5.49","0.34","1.43","3.69","1.54","3.19","2.01"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25393&ovl=Arkansas"">Link</a>","Nathan Bax","TE","7.93","2.57",,,"2.56","3.47","3.24","1.94","6.29","1.99","1.24","1.13","1.55"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25394&ovl=Arkansas"">Link</a>","John Morgan III","DE","1.10","3.33",,,"8.79","9.18","9.66","7.94","8.40","6.11","4.11","2.16","6.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25395&ovl=Minnesota"">Link</a>","Kyler Baugh","DT","3.33","6.10",,,"8.67","9.00","4.60","9.45","9.50","9.15","2.62","8.36","8.56"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25396&ovl=North+Dakota"">Link</a>","Jeffrey Griffin Jr.","DT","0.90","8.20",,,"4.45","8.21","9.20","6.44","5.93","3.87","2.98","1.77","5.04"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25397&ovl=Illinois"">Link</a>","Tarique Barnes","LB","5.07","4.42",,,"8.89","8.84","5.08","6.35","6.66","5.66",,,"7.25"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25398&ovl=Illinois"">Link</a>","Bryce Barnes","DT","3.95","0.78",,,"9.36","9.15","9.74","2.35","9.89","9.33","8.89","6.09","8.38"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25399&ovl=Illinois"">Link</a>","Clayton Bush","SS","5.43","8.07",,,,,,"9.06",,,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25400&ovl=Illinois"">Link</a>","Denzel Daxon","DT","3.95","6.57",,,"0.72","0.99","4.08","3.63","8.08","2.42","2.06","0.60","1.67"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25401&ovl=Illinois"">Link</a>","Nicario Harper","SS","3.96","4.12",,,"9.01","8.38","9.02","2.13","9.57","6.96","3.14","4.10","6.66"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25402&ovl=Illinois"">Link</a>","John Paddock","QB","0.52","0.51",,,"4.43","2.80","5.91",,"2.37","6.12","3.32","2.31","1.59"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25403&ovl=Illinois"">Link</a>","Jordyn Slaughter","DT","7.73","9.76",,,"1.99","1.45","2.39","9.60","1.00","3.87","1.26","1.00","2.73"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25404&ovl=Illinois"">Link</a>","Solo Turner","SS","8.24","9.11",,,"4.00","4.60","4.77","5.37","4.12","5.10","2.02","4.61","4.95"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25405&ovl=Southern+Illinois"">Link</a>","D'ante Cox","WR","2.48","1.94",,,"4.34","8.18","7.28","1.26","8.16","3.31","5.78","9.25","4.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25406&ovl=Southern+Mississippi"">Link</a>","Quentin Bivens","DT","6.32","5.68",,,"6.07","8.80","3.52","2.92","1.30","3.34","7.20","5.97","4.87"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25407&ovl=Delaware"">Link</a>","Braden Brose","FB","8.33","6.17",,,"4.24","7.06","4.70","2.60","5.99","6.00","4.51","4.94","5.62"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25408&ovl=Delaware"">Link</a>","Noah Buttiglieri","OG","0.53","4.05",,,"5.81","3.16","1.88","2.74","4.99","4.85","4.19","6.03","2.55"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25409&ovl=Delaware"">Link</a>","Khalil Dawsey","CB","4.33","2.03",,,"2.50","1.79","3.93","4.50","7.62","9.56","3.85","6.10","3.81"
